source_row,text_sha256,label,split,near_duplicate_group
3154,0ec9719c2c901458d4786e86bc794bd110881a12b0f40bc7a1d3be3eacd23c24,LEGITIMATE,train,3022
3155,e700652a2f066822c491cf5eb296fd5dee329b5c1ecf02120249c05a6f233f00,LEGITIMATE,test,3023
3156,f4c489af2f1933ba9bdfc487eaf545306cec17dfc6e7b69ae05aeb84b996e947,LEGITIMATE,validation,3024
3157,905c6b7719f899e7c07d232f815d3b490a5090c8bf14d0b1bd2613d66281d9fa,LEGITIMATE,train,3025
3158,a181989a2548e90cea3ffaeebcacdbcfccb2020181f633f5bd5a9759a03dfdb3,LEGITIMATE,train,3026
3159,2541cdae22e4694c67d046d9e4bcd8e4632cd4ca11d3f6e08532726bc652943a,LEGITIMATE,test,3027
3160,7df8a93d75374017ceefe6fbc7d2189ba0c939b2bc83682f4db3221a28f0a8f9,SPAM,train,3028
3161,aee5e3fce0047050eafdc51df68e636e7729303a7ca43acdc659b8cc2b8e1a3d,LEGITIMATE,train,3029
3162,57fcd88e4a99c3e6577121aa67f06ea1e04af5a806a1a06ce6f10c238a8e3f2d,SCAM,test,3030
3163,56d69f93012e07264b0276b262df19409962faf4cafaacc7c6e4a1ab61e416e7,LEGITIMATE,train,3031
3164,2aa6b266ec701c21e0cb23b06e6d7e7ebe5e0ce37b8d174b72f24128493f5a99,LEGITIMATE,train,3032
3165,7ff5a0f2dd5d81de5bf9c473b8401d2597aa1a59b184414068846db23a79eb37,LEGITIMATE,test,3033
3166,c6cdff26090013830066a34b2a51fc4a04cc4ed3e90ab961abdc8740e04cd265,LEGITIMATE,test,3034
3167,27017c78c4e9fd0d967df6f5bc00f917bb27a70922ced4b15dec8f3165b9173b,LEGITIMATE,validation,3035
3168,a9cbdf61e12fb6cacd44bf1b669b48071d2a5816becbef6f92d4e69a9e63c317,LEGITIMATE,train,3036
3169,39b5a232d34f650eaa602a4f7ec18be9b6865d9e307aca24d32e623556bd997c,SCAM,train,3037
3170,c4698b8a702cbe9d5eb22b311d0ab39a4ff890b5edd0e46d0ea65f4606d5979d,LEGITIMATE,train,3038
3171,553dc296f5a4b1b63839824729455423cf45b7abfd9063d7c74a5419733d2e51,LEGITIMATE,train,3039
3172,9df4a54116dac387f5fd2c02787f29be967c4863d3f2ede6a932051d7c13e1d3,LEGITIMATE,train,3040
3173,9a72b45113e4b21e9f535ba33794d752983542a1fb1d1e26d710af27d3ffcf97,LEGITIMATE,test,3041
3174,94bad0176976ff101ebc7aa692e0fbc2f1efcd830a5dbc278e5bac310f0ea201,LEGITIMATE,validation,3042
3175,ee80faa25ec7b553395c28db32ca281d187aa6bee6bacc12f15294360a3d47c6,LEGITIMATE,train,3043
3176,6e68db4fe99a9e6c0e2e29eabab14acae87b5af8d0f18abbe655e421f07906f4,LEGITIMATE,train,3044
3177,72d1ffca500210018baeb416ae3992787a1973f6463111bb5635441bb47c3e90,LEGITIMATE,train,3045
3178,d68f808ba0697be61f840764247a265a73a528a13713b7fab2ef25f58c503abe,LEGITIMATE,train,3046
3179,92f3fdc31df323081905017fdb62c1af66c515e1b647158af3bf1ebfe5957f65,LEGITIMATE,validation,3047
3180,52ec29a3df5898ea7fec1f88e216402ad80e1dc51d5964bdf59c70c9b8e039f5,LEGITIMATE,train,3048
3181,6940cd827df57f5b26a6d2fa89618512ccf0d2e9f13d94f98d65bbf0bab88bc8,SCAM,test,3049
3182,2aad5dc2b382187aec8ad537d2c571289e42f55821572511f6306660c0f0f4bf,LEGITIMATE,train,3050
3183,9159ddd0a3dcbf283efb90f45dc6f3612583bd63898e5a6c3484eaf85989cdb2,LEGITIMATE,train,3051
3184,273d135d875115c336aac8d6fa07c8b52106bc41b72a79b32a5c9ee2aa80c2ab,LEGITIMATE,validation,3052
3185,b599d0bc0dfc3d0993a0f39d342153eebc5e0a88170afa3dce031802d9a83b30,SCAM,test,786
3186,e7f12251a83971d94e2651e098e78ad8ff2e6d2ce301d4d59520e332658eddf4,LEGITIMATE,train,3053
3187,f2db860fe9c38aca9a094f01b0b8d886bede49288e412740d411c68e500342f5,LEGITIMATE,train,3054
3188,49fcd6db3389bd4913fb056fbe427eefedc43c8613b262f351f987aa8be546d1,LEGITIMATE,test,3055
3189,48bf5d45e2d30c633644ffae139f596deca3a570d8738ae77b488bc2afccb4d4,LEGITIMATE,train,3056
3190,6adbeb6ab4a248aedf05d27d1f8a8290b456ae0f748eb1746877aa059844ab13,LEGITIMATE,validation,3057
3191,5e40a84f9da5aabd44876a27a63ef896cd50e63d6f0637449c44dfdeb61002c1,LEGITIMATE,train,3058
3192,b48a78a00969a130fa542eed7fd656bec0750bac78a5e8a4c6c6b70f20a96618,SCAM,test,3059
3193,a20d4c7770584354ad73edf4113648441a207c67d884fb2a872b1da0561864a4,LEGITIMATE,train,3060
3194,5c9b2a2437de5fb0237fe9a12a02ddd8e26eda05866ac535d708e2ca60405db6,LEGITIMATE,train,1073
3195,8671fb49cce7a95d78dba59613bc33a3b46c3f48728d5ae6e5153b9c28303243,LEGITIMATE,train,3061
3196,939d6642462b9071a068fef42b38571322ff2548e66eb53c5929b8ec729a3322,LEGITIMATE,train,3062
3197,0943c23f4feb4273e7b00f826ea4703d4adcc5dbd2e299c410aa12dd35b5d475,SCAM,test,3063
3198,1a87ba36311edfb2a3fb6a22a6d8bb23ad451dbbdaeca0d4c884a127d213c574,LEGITIMATE,train,3064
3199,675ee5beceb305dcbfdbe3c52408bfcc9b66697dd5dd323e170fab6134d206ae,SPAM,test,3065
3200,500c8ca3c7e080d5929f69676b8c45b21c3ddaf86641361ec9118e1cf05be2f4,SPAM,test,3066
3201,1a35504bd6220ac218c69661ba29a1f2c9dc4d04215700b01f250d93ea89da28,LEGITIMATE,train,3067
3202,f2a52c4c405de8204777c60f14869627ecaafcd9bbb3bb60aa28f464bf12d5a4,LEGITIMATE,train,3068
3203,9e69d7b93ff1a9ac1c69f9cb1be579000a5e18f0f1f1dd5702c240d1e9660a8f,LEGITIMATE,train,3069
3204,7662a92cee6d044e2692dab8cf478d99a2a935152936043e453eae811507b5c2,LEGITIMATE,test,3070
3205,0ed52354d060b46145b358982a9b223e64618998fb19307a12bb78be7adf4677,LEGITIMATE,test,3071
3206,04425f010472cb35b6a6e90fc777edb2a536340df808c8dc7bcdda004b2abd23,LEGITIMATE,validation,3072
3207,8725ba0c419b4b523dafa40b08d526bec7a7f7aafd89f00763dd47bdfcffd9bf,LEGITIMATE,test,3073
3208,2f6b012fa81281d934d3c10e2800ccec01a73005a5c1f171f25c0dad757338e1,SPAM,validation,3074
3209,c32cd4fdb216f15c70da3a1cfffcd713b16e94dca1e2a520ef808034e3c82c4f,LEGITIMATE,validation,3075
3210,7a3d9bdd41246a2462676f7272e8c4655b57dd069dab3f5c5830fd10f546d7e9,LEGITIMATE,test,3076
3211,85d5466223212e1a3935c86ae63a8426a57fc027118a26e2c60f8048dccf5853,LEGITIMATE,validation,3077
3212,75edc551b2295f96932d3a1ecd9d949639ad3b0783ed8aa9393fc1fc3fcd97c7,LEGITIMATE,validation,3078
3213,fddeddf7ff1f51a7d31a6dc1cbe62ef1f27c0bd5559f5fea6d23b768ad0fae7f,SCAM,test,3079
3214,304c716ae75df73135764ede9311cbe25778cbf619cb1c28bfafc1c242d429da,LEGITIMATE,validation,3080
3215,493b3de29f58cbb8e2cf74ac17880337f57a41040d338133b62f1f366a4dfee9,LEGITIMATE,test,3081
3216,4a3db7398d69f615c56964f3fb48f00035675df309a4f69dafcf5e83120b54fc,LEGITIMATE,validation,3082
3217,3c2691eb609b76b1c411f96eec0a04b04df52561f696d4d06b214c0c56b69c40,LEGITIMATE,train,3083
3218,e1163262c9dd04e4fc64c1fdf7378dfe72385dfc91f8c47561cf80031838f0da,SPAM,train,3084
3219,53c90d217c74d27239b90f52eeb189ef05d9a8ce54765bacc4c7ee0747a0ae98,LEGITIMATE,train,3085
3220,a71eeb2b826eee969156a7ab3096bfa11d33627221a0c25503ce6c0dec1ca249,SPAM,test,3086
3221,b125ba218b4060b43bdea8c50d54aeb8166da0594a8212ee4a703ecf0d0bf03f,SCAM,train,3087
3222,0cc3269dadb75177f9edd6f2a034f342befcde209faf1dfafcfb594cffae3b89,LEGITIMATE,train,3088
3223,7659413ca5ad4912cec887af01546320463afe049f78e5d9a1e82d7f736cbd7e,SCAM,train,370
3224,dec9014eb72109f715a63bb98a50301d3f29fe9ebae1baae8d5fe30ac4e8cc08,LEGITIMATE,train,3089
3225,56b1a8241d1d9169b5ea99bb05dee3e46fe7a3faa305f113c334f259b1733a15,LEGITIMATE,train,3090
3226,87f575d3c03ceedea2bf6137d0ecf36ff36bb9baac9b73f5121cc217d35cca2a,LEGITIMATE,validation,3091
3227,935950b5f3990fb2239e7174e80ae031c3166f0df6bf1e166a107757ec4c8a07,LEGITIMATE,validation,2869
3228,821e5547317ecc1c387f18476244dd1229a9d28d56e57d0203e0901165b96522,LEGITIMATE,test,3092
3229,2eb53efaf61b47b96eca11582187e8c2861a8eb2876ba05c408cd76f558bd026,LEGITIMATE,validation,3093
3230,2092cc0eee8e633765de60748d49ffb86e67adfac2c8c1e012baed48c4cb2948,LEGITIMATE,train,3094
3231,c85696183c0c05e7595af0a1d38cecf37f4626d3839d00e6f2cbfb3cb6df34de,LEGITIMATE,test,3095
3232,4796642528e4ed8f35485f00f50cf013f9f07e02c607dd757be0e463f6498adb,LEGITIMATE,train,3096
3233,eb12b6d6c64a2ef6d330445ff764f8eb985dce1ce2a479695e61f4a1d6e46870,LEGITIMATE,validation,3097
3234,654537a75eaa6a8a06a212dae869336f4eda9dcb5c7119a17e354c2fef621865,LEGITIMATE,train,3098
3235,106575b865fcc26a58e2cbd57694eff1668a529d234fee7313cb892005a1d2d8,LEGITIMATE,train,3099
3236,b4ba45d93835b676bd866f04cc70d19bc1b64867714a57340111cce6b6427093,LEGITIMATE,test,3100
3237,e6212e7a4d93f8dfe82efbe1d90c626ff073ecd3328c51cd66afc536630fa2da,LEGITIMATE,test,3101
3238,955d4e3830c6605320f99b79d559a68029b022ceca820d279376623421012c1a,LEGITIMATE,train,3102
3239,e088d3ef6af9e3e4a09bdd76bddab550a1fe358a8cef309cae8415939697aff0,LEGITIMATE,train,3103
3240,c95d4a912926d19d3eb4d3d3c8c262e0dce4fae84aa59d200f833dbd2bfd23bd,SCAM,train,96
3241,3d5cb727ed45e5232963d1e1c472cf233e60cc91fbd615aa6ba74a3058644a82,LEGITIMATE,train,3104
3242,b588bb6d11ca3cb95d902bc07429ade5d7d106621bec20060a8ca34b77eec9da,LEGITIMATE,train,3105
3243,f2a4e4e6c6a7eff1bc2e30fd5c464007864aafa8c455a4c1aa25e6d98fe7db5d,SPAM,validation,3106
3244,317abf80ae5c2fb3762353a165dfe1082465b4d770b1193bf98ea5c15b02e50e,SPAM,train,3107
3245,ef30e85fed141d96dce5384c49dffc93077a31cff01234ab0441ad6b2585151a,LEGITIMATE,train,3108
3246,7fd1cc107271f5f0a467f529fc55d08a2187ce3b58b3b1e232fd8c952d798dbf,LEGITIMATE,test,3109
3247,c87f8d69838d35948dbae1bd8efeb1704d71f0258067b3d6da5446d422b56778,LEGITIMATE,train,3110
3248,273dddecb766dde5c6acb59f985c0c8cfbd14abdc8479778d3906fbf6265e510,SPAM,train,3111
3249,9db7bbb0ec74b0b915b2e5b35ac5784d2f303ebc9e515e50679e3423bc56ccda,LEGITIMATE,train,3112
3250,061494e8698fe3ce4d10f77b7a9ba2f8a2bd05d25c2796fce09bf1abcede8dcf,LEGITIMATE,train,3113
3251,af74c43c7080f1732c8cc2de398cb849a52fe2e4cadf55e2846d23014afbc5ad,LEGITIMATE,test,3114
3252,aa542d1c7837df0806ef04c3e138f1bd987a41c90d0dd7e8f3595ee0263afea6,LEGITIMATE,train,3115
3253,cb57f57fc14be511ed189669177c5a331e6d39bd0603b4c3025ac9f7625de7aa,LEGITIMATE,train,3116
3254,2fa7d2b161d1e59a619c849b426ca33d1274359aaa6f6934e97eeb06533ffa2f,LEGITIMATE,train,3117
3255,263611bc69e232f86bd86684a381a814723fbdbcbe6e14e274f7f9305a220985,LEGITIMATE,train,3118
3256,191746cabf1203a7e36dc85ce8e28c0541a01bfc3a9a08ccc98e478828106b93,LEGITIMATE,train,3119
3257,b4fa10642dc0698c95d166b1aef8f7aa60a6f610d02da4f524127d0c339d5e8d,LEGITIMATE,train,3120
3258,91689a529edb800ab5e5d3a229693f53a5ada6845aec9335bc0b0f6196fbcd27,LEGITIMATE,train,3121
3259,d6835f96ba494074046c0e50d351c4027ae5c2b91c762aabb2f0b9d8c0db2d8f,LEGITIMATE,validation,3122
3260,07c79dea86fd1123d8a311f42d07eb1cc116fcd3f3620b87afe6d60c78826a3c,LEGITIMATE,train,3123
3261,ed3c47e2d4d8a25c4352c0c749cc25769c45e32231d90003dbe2e426e38bb4ae,SCAM,train,1616
3262,f74158d2eb39dc187722a198331adfb9eb262a87b02a39eaa936c221cb7a5cc5,LEGITIMATE,train,3124
3263,9df6139f0a7b2bebddefe31b419cc3ef8372c833d86c51727ad88eaa3f7feee8,SCAM,test,3125
3264,8a51e1d98f733c094a99176d13ab176ada9bcd8c9436d672556d9bb6b87f4ad4,LEGITIMATE,validation,3126
3265,52f01a76d43915d56328245f240defefa96ee9c67c896ccbe4c3a8d76d8c72e7,LEGITIMATE,train,3127
3266,835814ef46514f7cd5c451c51b2d7b694a8e1240864ec90f816d87b403140e62,LEGITIMATE,validation,3128
3267,2268b615399e6cde8da323d5bd26263f3e8c1d6c2888b06073bba4b00ac9abb4,LEGITIMATE,train,3129
3268,00d7d8bdf55de75f40253a245bcac377f893e3827e5192684582031abd3d6f87,LEGITIMATE,validation,3130
3269,4cd31fd7912bcb935221e029ed358394730156f5ed7002aaf25333d7866f1e99,LEGITIMATE,train,3131
3270,0e40538454cb89c59c90a945cc92052bb57446f9d2ac4ef8aba8533c09f3cb7b,LEGITIMATE,validation,3132
3271,06a7fee145df9fa0d018e902a2198ed2688cddeb1ad7f4c98d24584e69006940,SCAM,train,3133
3272,5d9d2f1269b8a8d86fbbda749aa0d6e0607f1378b1b4a06989f43421c4fd587b,SCAM,test,3134
3273,49443220954faf8e7623d89d3c563ba87cbe09b9ff2b2cc15b62bc20d0a6669e,LEGITIMATE,train,3135
3274,e0458e53f66d6ffbab9aa2c937c8325662371f0e88f8661731637b17aee820b7,LEGITIMATE,validation,3136
3275,c1c423afc8c027bcd4bdec66ccaf45cd6330f3516d82c264323e3141e369178c,LEGITIMATE,train,3137
3276,d11a58d2efb34a861a697c56eff4a5a501945d172d4b28a65b0f7b3e6481e4f4,LEGITIMATE,train,3138
3277,e23e1c32439b466d91aa625b0fb83c9d8884ba32bb4733d5b2bd38b9f57403ea,LEGITIMATE,validation,3139
3278,d3ce2e07475613cc7638e9a9d869f63da5fe7e8f970a6e94932fbd4be9919a10,LEGITIMATE,validation,3140
3279,3d493778d3d32f5f2e4f05c09ffbef645e73716e1ca5a575d902bb471fdc55b4,LEGITIMATE,train,3141
3280,3623155147b0aab2dd6211792ed9f25fe10db50b8ad205bd3649a5f8beb3ae77,LEGITIMATE,test,3142
3281,ef87b86350a22c913ff01de7e7551a517bc5d06d474069e840c4f2800a04ceae,LEGITIMATE,test,3143
3282,fc5b0d02eb8384d2b70ad1569e1e1fad376c4433d26084204a52a45fd9c0deae,LEGITIMATE,train,3144
3283,a8c644bae1f1ed4840664f6fd3e1b6e1b685375c2c1675f80de0da5cbd2d785d,LEGITIMATE,train,3145
3284,fc2c03e728611a5c786b7dd179facc12bba953d6c24f412b6fc07e327bf4c0b8,LEGITIMATE,test,0
3285,789425d17048452e555400bf9e9cba0285d39e4828956c7827fc8a024551d567,LEGITIMATE,validation,3146
3286,75806206583c1e17be06f471469f4ee0125cb71cfc6de67eb210fae21897b9ee,LEGITIMATE,test,3147
3287,07a76771e9ceb40d7743fdf9c759722c1d8dbe20f54554e34fbfa821f31fe532,SCAM,validation,3148
3288,a4b4c9490d8d078abdb45a0efb2f389533c6e94f433556e416970e5e7257e218,LEGITIMATE,train,3149
3289,474ed98f79b9ef68713d9fef4034f873c93f24d34c54144e962d8d26ee5e0ad3,LEGITIMATE,train,3150
3290,90ac8a735eb88bb172da824d4754554b3b909fa841f4883951bd52ff47bde413,LEGITIMATE,test,3151
3291,9fa929659ca1501850ff7599504c446307b3b3c5ce99eae05f4b71e63ceec279,LEGITIMATE,validation,3152
3292,caa27b95294c1b732a9d463b10e180fb0903c9d107dde1b49492872886d62cae,LEGITIMATE,train,3153
3293,4834ef58efb9e3646f25a3d2ae2ab64fe71ba4198984684e0e4cf47ee41ebbed,LEGITIMATE,train,3154
3294,469b29ac511b189500a356d66e09d091ab3c549d9e105a3156bb2af9052a5e61,LEGITIMATE,train,3155
3296,95dccc31e8ae810e165af0f0ecf3e70423ac1453c45ffd4f5916cde130e21ee8,LEGITIMATE,validation,3156
3297,6d049e1221cce367c3feba9d70c7102a41ef0985b970a3ae8e2ab83499772498,SCAM,train,3157
3298,5a1fd8c832fbabae91cc44f7f4e33d42c2a2d85cdec859c2fef5ee1713dad93a,LEGITIMATE,train,3158
3299,4f0b7bfcb887eaaa86b3b3a75319833c439719ed4982ff5caa71d670f6414deb,LEGITIMATE,train,3159
3300,17a77f571738506312040589a51ea299b097f358ebef1c72a1b65a0e1d946b8d,LEGITIMATE,test,3160
3301,1e4c0c66b2281de8fe871623d340217a4cfae5347f26bb4862d023756533fe46,LEGITIMATE,train,3161
3302,499fc7d7659335dd501af5477446e9322c1201e0f62f4688d0755ef4be7acf58,LEGITIMATE,train,3162
3303,0463c6b1a1dca469ec2ede931e19085842277776ab38fbda41df628f24e6cc2d,LEGITIMATE,train,3163
3304,c3e70644d185aaa4ffb27acf0529f95c97bffa526e958a7ad9831051dfca30e6,LEGITIMATE,test,3164
3305,81f5f33e433e0668ea81c353215387611e83d58ccb25f9e004399d1a3d95f3f5,LEGITIMATE,validation,3165
3306,5f3ed069717808e59453f31488cf08bb9b92fe6d9117c97ece81dc9293923955,LEGITIMATE,test,3166
3307,722765fc7136897545b0f43f577a90a00bcc6ba292e008b61afdec3a2b40d6bd,LEGITIMATE,test,3167
3308,813e9b19571823f2a20086206078f542a5e76ac98c44b994a421438fea8ee395,LEGITIMATE,test,3168
3309,f7f8dba1cbd6fdd48fd7bcb99318d120888e69bc93390f6548de34c7d6aa47c2,SCAM,train,3169
3310,fa0b2596999dc3cca511e951e73ace8cbd2d6b3f0a57ced6de7e77bd686cc34c,LEGITIMATE,train,3170
3311,bb2653b409cd015eb101f0187509a36ed22220a4dae2dfa1adfba9a3a09bd9d4,LEGITIMATE,train,3171
3312,3afeed2cb1d9fc737254ac8b8e4e88b1160744ea1d78dd6ef9f08ba916ff0ba7,SCAM,test,3172
3313,a3bdfe943c36a762d4b5510bb0ed537366cf34347baf9a39d939e85f191a2a7e,SPAM,train,3173
3314,f254950e7e3bf07f794c52b14bc11eefb09b1f8b88d1fd52501bd999077c19d8,LEGITIMATE,test,3174
3315,63c8a5005e597ecc9f4c60db953908026d0b49d92e0b124c82adac082c4bb645,LEGITIMATE,train,3175
3316,520c7bff2235e3ff54f76cb6e2e7705804f46cd42d61a2237995532e249c5cdd,LEGITIMATE,test,3176
3317,a51fd30da756cd11487bc1b2f46445f33c30a9eec6bb5137fb0f738a903c56d3,SCAM,validation,3177
3318,cafcf2b37f95904aad60e0581e60c18b5a9e79556d100c1c6b5276212a88829c,LEGITIMATE,test,3178
3319,c20b6f264ff87577ce1b05f766949248da491067845bad64fa0c843cb1273f31,LEGITIMATE,validation,3179
3320,6138df335d66244efd7042859f0027376ad5d3a42bbd08937d16b9506c686b72,LEGITIMATE,test,3180
3321,55d574164bc97c89e8bf6671f8d2eb6cc6d3a5f02a6fc21be42e9c4fe78c80bf,SCAM,train,3181
3322,673175bfb081260bac795d9883b1fac3aa01a6519586355674c62859e8192af8,LEGITIMATE,train,3182
3323,8c7ea1dc4ae400325428a246dbfce32ee4904797e9ceaddcb77a3f57d9dbaf13,LEGITIMATE,validation,3183
3324,2050ecd9d2fb22cd501921bee0910acc9499f274e0e5bc6e031da0d2325b6f15,LEGITIMATE,train,3184
3325,38c0290b9f76b4b62bc814b275af65b1daa5280aa7965dba2365ec13c6996b0c,LEGITIMATE,test,3185
3326,6ccc1cddd4840c120bd9a60581c690c43ac20531897d470a45a7c5b51661cff6,LEGITIMATE,validation,3186
3327,8c527e014f4a91ec7d5ec6b31eb85362a03d11d2ee6572ad1320e387a5167b3c,LEGITIMATE,validation,3187
3328,7d7942a7c6ef07ff790d545266ad53bb22990b26b99b56c1de4877a00ba488d4,LEGITIMATE,test,3188
3329,ac53745591839d890ee7ea1489f69fdd7930b221c434a24353bdd67a67370a88,LEGITIMATE,test,3189
3330,18ade236441e4e7456f96d79fcc9ba39f68dbce53cce13a0b857115ae51f079e,SPAM,test,3190
3331,b5b6763fd986a86724851aaed42199714b9b4a65540e07eba089c4f3e0ce5c8f,LEGITIMATE,train,3191
3332,38dd3c87e70c492cad6a47dc949db7f63605e2262a4e3a5da62436dd9ce475e8,SCAM,test,3192
3333,cd118255dca4cd56bb60e35c172e56a1889528e2dc03d0439b310275f3fe60e0,LEGITIMATE,train,3193
3334,2b22e2f36dd38e2452c6af3a875dc40e55295856317e5d1f99818fa0c8a44531,SCAM,train,845
3335,3755553446087a625331e5e6fec00a9628f083f4be52371fe1c4ed0bd936e5a5,SPAM,train,3194
3336,fda0a6bf91fd9db461522ea14283a374b5fdd542adbeff663bd7c1685dcc9139,LEGITIMATE,validation,3195
3337,326b52a930ff46476fa4a4f3d3a80f9f76a7dfce2db1ca5ae35304d209741c03,LEGITIMATE,validation,3196
3338,cb9d13f17db6f472449c79218ebe3f7a728ac1fbe873c81a5321da284f8c53a9,LEGITIMATE,train,3197
3339,49922dbdcaec85fdd4812475ef2f7397105160cb0ca2c5a3daaab526a655efc2,LEGITIMATE,train,3198
3340,cef40e79893731e840e6ffd86f024e04f849a2b2848bf1a911dc2cc80944ac2d,LEGITIMATE,train,3199
3341,193c617f1aef13abd1b30388ef771c0dae08e520220f9cf0a97deea0b4e21668,LEGITIMATE,train,3200
3342,12482298ff240b6c92122b2c98eb401b6bcfcf6d86378b7710d63e7b7d5983d9,SCAM,train,3201
3343,c17b3222f8c557d814c7e4810ef263c371a78785f55342af34cf598620746f2f,LEGITIMATE,train,3202
3344,d3f66ab71641b3de9ec65986bfe0241d5ef2da63de839d8a4cc50a4084247728,LEGITIMATE,train,3203
3345,64d937bd145b6a9a82ac110088a0bf79103600fe63cb6573d3a25e4b15ec02de,LEGITIMATE,train,3204
3346,1ea4e579a434cca38638d0bcabbf1f7b6f4d45ed614ebadfc564cb28d0290225,LEGITIMATE,train,3205
3347,ac3a1caba435ab703f30275786b7878e96c73ae7b190de324f2df7fb15d0f100,LEGITIMATE,train,3206
3348,1ac6e1b5407b8225532caa4e242c75d5a419baef7314f715bbe62f130cee9332,SPAM,train,3207
3349,16f99657eb49b3aa1feadd4b1e798169394e052c7bc39eeaa3c459d661b89db2,LEGITIMATE,train,3208
3350,bd89f238372762cb3ba3fee215accfbedff359544ff120d4078af4b42035c70e,LEGITIMATE,train,3209
3351,05872a18b963e993d20a6c73b7d73d025cabb17a9fb9cb0eaf226b7a97197798,LEGITIMATE,train,3210
3352,ebf6160b81daf4b665d8a2db8ef6837d568c97cea269ef1c3d3906e36a20c185,LEGITIMATE,validation,3211
3353,84531b3558955c54acdf787b3b13703ea0b0518553a9976a3e85b3a52636e013,LEGITIMATE,train,3212
3355,60a254b5e262d9c35421a5b0325f8979a0f6d40fac9acf1e95a2a65bbe06173f,LEGITIMATE,train,3213
3356,6da96630aefdc7252bf2c5b604889a698dfa0d15de349c3491d71fc8f6c74e53,LEGITIMATE,train,3214
3357,210216fdee42f308104ca05223b0b343f5b4ba88f2bfc0b6df18db12773aa47e,LEGITIMATE,train,3215
3358,184381d3a1c5596025801c6de8804689e7a1e519e40581585b1933788fbc05b0,LEGITIMATE,train,3216
3359,0cd837137e7274c3d00555ae8e742e8a0385ff7cd0a9832d292b18e7f6581d8a,LEGITIMATE,train,3217
3360,1303ef46eb5a69d15e3b37682db9ff95398d799112ff6fd42baa2d81c7e81a15,SCAM,train,3218
3361,7dd6f2383f40c5f984e7399b3a068b0a2da66d7b074e6faf8a08b73dc1af0ab6,LEGITIMATE,validation,3219
3362,733a9c6f1f6db27d18e8645acd0e15853b5fbba65128a29341ad4486a6d6e60b,LEGITIMATE,validation,3220
3363,65a5738dca2d2b502343808a5f25223ef313c3391a147f15bfc58f5d268f6723,LEGITIMATE,test,3221
3364,d83ff2c541e36ba3b9132d444eb95711b25db05657e7a19391dc677891ed94f2,SPAM,test,3222
3365,806e96c1a24cd536bd9571ce57002a6036ac883a60ae8a5f4494f6ff3b4ebe13,LEGITIMATE,train,3223
3366,f71ef06a4021657884d48ef3f0ceac665e3fc4b97f8ea33ed0d47a2ce477f8a4,LEGITIMATE,train,3224
3367,83f0e0b8367f32f216e6c828c0188430085ea4bff2fae7d3308c042b0dc8a3a2,LEGITIMATE,train,3225
3368,90682de61a11d38f130fb16f35145e9dcb0920205cfb00f5e6cdd3527f970b53,LEGITIMATE,train,3226
3369,ace7871b4690c2c25c93a83632464343c5a19979a4a59550cf9b37c503b97471,LEGITIMATE,validation,3227
3370,f11b7dc1bf239abd7422a47a3161156cf9f3a35e2f0c44aef33f6a38cfaca5ef,LEGITIMATE,train,3228
3371,0227c4f96d80f7ecacfea9dbfb58ee2ef9de431b1a85f82e57e4f11b5131dd1f,SCAM,train,3181
3372,b38d448dd824c41535e5cd66ac4c1028c22d80882d625df7027e58d6d280ceb6,LEGITIMATE,train,3229
3373,b873dabca7f4bb491e2161f43b09e570f491374d554c2ee18ceade1484275a5c,LEGITIMATE,train,3230
3374,058516aa1cdc18f22f4ea35ed0fe17068bb1ba8b486453cec4286bdbd82cf8fb,LEGITIMATE,train,3231
3375,0b054bcbeb1fe918c06d3a55076748f85b567a8cd54646f8fc6b3e95cb8b522b,LEGITIMATE,train,3232
3376,3776a11ab6c2f32a3caa9e4102050520de983185d82f20f69c92b0b5acf96937,LEGITIMATE,train,3233
3377,d21e2314671d1bed2352930627a3ea191fb64b487adceea85c27ca954d1f9c8c,LEGITIMATE,validation,3234
3378,3e3ae3af63a9518d6501c477dcf881e285b6c39fce82a5c2e03bd5080306f024,LEGITIMATE,train,3235
3379,76e2acd6fb775e5f0be6fe1a03bdbe780d7853c2a456e14a0c0fc9ac53849f70,LEGITIMATE,validation,3236
3380,727048a004617cc89ef666ac1ed4d21f36c36dd96854b47a761cc367d43b4fc8,LEGITIMATE,test,3237
3381,eec8083b5b508cb74a2725f1122658800cb7fe34cf1cdab641d5472b1d8830b5,LEGITIMATE,train,3238
3382,2be5d6e3fbe79ad5147eff404bb2517a2c6cd585b2559a4f767b35ba920ced42,LEGITIMATE,train,3239
3383,0ddb4689ae203178f5f434183e9e40360c74097235818588ef9234a002d74605,LEGITIMATE,train,3240
3384,c2fa57964e7480bb81fc72f3727c00385cc1c105841633b3208e98e46cdd264f,LEGITIMATE,train,3241
3385,e794ae08892d44165c5086eb66e4584a273352d4b2640804dff16ca91f3d8956,LEGITIMATE,train,3242
3386,2b153ac4a8e263ad368d9c5312ccb6df2ed0b9d9549611ec7849c1541a003124,SPAM,train,3243
3387,204a73d52eda72baa3d865ac26fa9e4d16835761ee5312e00a607f736d25c074,SPAM,test,3244
3388,726707219d44128deccc75c724aa5540f0cfae43c92eff7aa70d50166df22db5,LEGITIMATE,train,3245
3389,9d4b0db370f234f66c6112632e7727814dcff51e19b1fe5d824014d70ca8b85d,LEGITIMATE,train,3246
